Make,Model,Meter,ServiceOrderID,Wo Number,Wo Segment,Description,Contract Type,M_Actual_ServiceOrderLaborHrsTotal,Wo Status
JD,470P,3911,S101505005860150013,150500586,13,REPLACE MISSING DIPSTICK,C&F,0.50,I
JD,470P,1060,S101205001220120002,120500122,2,REPLACE MISSING EDGE HARDWARE,C&F,0.75,I
JD,470P,9,S100043276390153004,4327639,4,REPLACE MISSING FACTORY CAB BLANKING PLUG & MISSING STARTING,C&F,1.75,I
JD,470P,1047,S100035284220142002,3528422,2,REPLACE MISSING HARDWARE IN ARM TO BOOM PIN,C&F,1.75,I
JD,470P,3362,S100021533460111006,2153346,6,REPLACE OIL IN FINAL DRIVES--FLUSH IF NEEDED,C&F,2.50,I
JD,470P,1969,S100048141450158006,4814145,6,REPLACE ONE ROCK GUARD ON BUCKET,C&F,1.75,I
JD,470P,23,S100024885050114002,2488505,2,REPLACE O-RING ON BOOM TUBE,C&F,4.50,I
JD,470P,2820,S100018517070108003,1851707,3,REPLACE PLUGGED HEATER CORE,C&F,9.25,I
JD,470P,3680,S101085017000108004,108501700,4,REPLACE REAR RNGINE SEAL,C&F,4.00,I
JD,470P,17,S100021495510111001,2149551,1,REPLACE REAR WINDOW,C&F,7.50,I
JD,470P,0,S100015642060105001,1564206,1,"REPLACE REAR WINDOW, BROKEN DURING TRANSPORT.",C&F,1.00,I
JD,470P,4942,S100016541780106005,1654178,5,REPLACE RH SIDE FRONT CARRIER ROLLER,C&F,1.50,I
JD,470P,4942,S100016541780106007,1654178,7,REPLACE RH SIDE REAR CARRIER ROLLER,C&F,2.50,I
JD,470P,4007,S100014450080104011,1445008,11,REPLACE RING GEAR,C&F,4.58,I
JD,470P,1799,S100019509060109003,1950906,3,REPLACE SHORTED BLOWER MOTOR,C&F,3.05,I
JD,470P,3911,S101505005860150001,150500586,1,REPLACE SIX CARRIER ROLLERS,C&F,6.75,I
JD,470P,316,S100021501120111002,2150112,2,REPLACE STARTER,C&F,1.75,I
JD,470P,4007,S100014450080104007,1445008,7,REPLACE TENSIONER,C&F,0.15,I
JD,470P,186,S100035268140142002,3526814,2,REPLACE THE 6 BUCKET TEETH,C&F,2.00,I
JD,470P,3102,S100043304690153001,4330469,1,"REPLACE THE HYDRAULIC CYLINDER FOR THE QUICK COUPLER,",C&F,3.75,I
JD,470P,4942,S100016541780106009,1654178,9,REPLACE THERMOSTATS,C&F,23.00,I
JD,470P,2799,S100024925810114006,2492581,6,REPLACE THUMB LOCK PIN & CABLE,C&F,1.75,I
JD,470P,2944,S101065015900106002,106501590,2,REPLACE TRACK ADJUSTER GREASE CARTRIDGE,C&F,0.50,I
JD,470P,4331,S100062020930172001,6202093,1,REPLACE VGT TURBO,C&F,13.50,I
JD,470P,2799,S100024925810114016,2492581,16,REPLACE WINDOW BREAKER,C&F,0.50,I
JD,470P,3193,S100064029240174002,6402924,2,REPLACE WIRING HARNESSES,C&F,15.00,I
JD,470P,6513,S100017013210107003,1701321,3,REPLACED FAILED HOSE,C&F,1.00,I
JD,470P,2044,S101605002720160002,160500272,2,REPORT ON 5532.04 SAR SWITCH FAULT,C&F,2.07,I
JD,470P,1,S101605014570160002,160501457,2,REPORT ON BOOST CLAMP BLOWN,C&F,1.62,I
JD,470P,932,S101605009860160001,160500986,1,REPORT ON BUCKET CYLINDER LEAK,C&F,6.75,I
JD,470P,1774,S100050220160160003,5022016,3,REPORT ON BUCKET CYLINDER LEAKING,C&F,10.26,I
JD,470P,281,S100050209330160002,5020933,2,REPORT ON CODE 003517.12 DEF TANK LEVEL SENSOR FAULT,C&F,0.95,I
BESL,470P,901,S100050202050160002,5020205,2,REPORT ON COUPLER CYLINDER LEAKING,C&F,2.42,I
JD,470P,314,S100050190350160001,5019035,1,REPORT ON COUPLER HARDWARE MISSING,C&F,0.00,I
BESL,470P,28,S100050181120160002,5018112,2,REPORT ON COUPLER NOT WORKING,C&F,7.25,I
BESL,470P,63,S100050181980160002,5018198,2,REPORT ON COUPLER NOT WORKING,C&F,3.50,I
BESL,470P,186,S100050204260160002,5020426,2,REPORT ON COUPLER NOT WORKING,C&F,1.97,I
BESL,470P,189,S100050207640160002,5020764,2,REPORT ON COUPLER NOT WORKING,C&F,4.50,I
JD,470P,1913,S101605001510160002,160500151,2,REPORT ON COUPLER NOT WORKING,C&F,1.75,I
JD,470P,883,S100050157310160002,5015731,2,REPORT ON ECU 000157.01 FUEL RAIL PRESSURE EXT LOW,C&F,2.50,I
JD,470P,931,S100050158330160002,5015833,2,REPORT ON ECU 003480.07 FUEL DOSING INLET PRESSURE FAULT,C&F,21.00,I
JD,470P,1236,S100050210490160002,5021049,2,REPORT ON EGR FLOW FAULT 2659.04,C&F,4.25,I
JD,470P,78,S100050182670160002,5018267,2,REPORT ON ENGINE COOLANT TEMP LOW 110.17,C&F,4.75,I
JD,470P,932,S101605009860160002,160500986,2,REPORT ON FAN RUNNING AT FULL SPEED,C&F,13.25,I
JD,470P,681,S100050197220160002,5019722,2,REPORT ON GREASE SEAL FAILED,C&F,5.03,I
JD,470P,2044,S101605005620160002,160500562,2,REPORT ON GREASE SEAL ISSUES,C&F,4.30,I
JD,470P,2368,S101605007300160002,160500730,2,REPORT ON GREASE SEAL ISSUES,C&F,1.70,I
JD,470P,1919,S100050181270160002,5018127,2,REPORT ON HAMMER PIN BROKE,C&F,1.75,I
JD,470P,1511,S100050173790160002,5017379,2,REPORT ON HORN NOT WORKING,C&F,1.50,I
JD,470P,16,S100050179810160002,5017981,2,REPORT ON HYD LEAK,C&F,2.25,I
JD,470P,251,S100050163620160002,5016362,2,REPORT ON HYD LEAK,C&F,0.75,I
JD,470P,314,S100050191000160002,5019100,2,REPORT ON HYD LEAK,C&F,2.50,I
JD,470P,538,S100050195320160002,5019532,2,REPORT ON HYD LEAK,C&F,1.17,I
JD,470P,1127,S100050165160160002,5016516,2,REPORT ON HYD LEAK,C&F,0.50,I
JD,470P,105,S100050186260160002,5018626,2,REPORT ON HYD. LEAK,C&F,3.00,I
JD,470P,124,S100050185350160002,5018535,2,REPORT ON LEAK AT COUPLER,C&F,0.00,I
JD,470P,3055,S100050207340160002,5020734,2,REPORT ON LEAK AT COUPLER,C&F,1.50,I
JD,470P,2306,S100050189600160002,5018960,2,REPORT ON LEAK AT QUICK COUPLER,C&F,2.00,I
JD,470P,968,S100050176880160003,5017688,3,REPORT ON NO START,C&F,2.25,I
JD,470P,1096,S100050158860160002,5015886,2,REPORT ON UNIT QUIT,C&F,1.25,I
JD,470P,183,S100050140980160002,5014098,2,REPORT ON UNIT STALLING,C&F,2.50,I
JD,470P,496,S100050142850160002,5014285,2,REPORT ON UNIT WON'T COME OFF OF HIGH IDLE,C&F,2.00,I
JD,470P,105,S100050184490160002,5018449,2,REPORT ON UNIT WON'T START,C&F,3.50,I
JD,470P,661,S100043221780153002,4322178,2,RESEAL BUCKET CYLINDER,C&F,8.50,I
JD,470P,5294,S100016576040106002,1657604,2,"RESEAL BUCKET CYLINDER, RE-CHROME ROD",C&F,30.75,I
JD,470P,1969,S100048141450158010,4814145,10,RESEAL CPLR CONTROL VALVE,C&F,4.00,I
JD,470P,2000,S100019498700109001,1949870,1,RE-SEAL EHAUST MANIFOLD,C&F,17.00,I
JD,470P,1801,S101095017270109001,109501727,1,RESEAL LEAKING BUCKET CYLINDER,C&F,18.80,I
JD,470P,1353,S100052164960162003,5216496,3,RESEALER SUCCION POMPE,C&F,3.68,I
JD,470P,36,S100011063480101001,1106348,1,RESET TRACK WIDTH TO NARROW FOR SHIPPING,C&F,15.50,I
JD,470P,12,S100035244210142006,3524421,6,RESHIM MAIN BOOM PIN (SHIMS ON WRONG SIDE),C&F,9.50,I
JD,470P,4137,S100018544210108004,1854421,4,RETORQUE LH SPROCKET BOLTS,C&F,3.25,I
JD,470P,5294,S100016561680106002,1656168,2,RETORQUE PADS,C&F,43.25,I
JD,470P,371,S100035267470142002,3526747,2,RE-TORQUE TRACK FRAME BOLTS,C&F,7.75,I
JD,470P,147,S100035246430142002,3524643,2,RETORQUE UNDER CARRIGE,C&F,6.50,I
JD,470P,25,S100052115470162007,5211547,7,RETOUR DE DEMO,C&F,2.75,I
JD,470P,554,S100058026040168001,5802604,1,RETOUR DE LOCATION,C&F,1.25,I
JD,470P,105,S100030252670120010,3025267,10,RETRACT & SPREAD TRACK FRAMES,C&F,15.25,I
JD,470P,8,S100050133370160001,5013337,1,RETRACT TRACKS FOR FLOAT TRANSPORT,C&F,8.00,I
JD,470P,1292,S100049092690159003,4909269,3,REWORK,C&F,13.00,I
JD,470P,3,S100019433160109002,1943316,2,REWORK  COUNTER WEIGHT - 5H142R-62,C&F,16.50,I
JD,470P,2080,S100013719430103005,1371943,5,REWORK BOTTOM BUCKET PIN TO COUPLER,C&F,3.00,I
JD,470P,2283,S100012015120102002,1201512,2,RH FINAL DRIVE SEAL LEAKING,C&F,11.72,I
JD,470P,3911,S101505005860150003,150500586,3,"RIGHT REAR CORNER FULL LENGTH DEERE WALK, PANEL DAMAGED",C&F,1.00,I
JD,470P,1868,S100024896460114003,2489646,3,ROB & REPLACE COUPLER OFF INVENTORY MACHINE (0N000389),C&F,2.25,I
JD,470P,295,S100011028950101009,1102895,9,ROTATE ROTARY MANIFOLD 180 DEGREES,C&F,3.50,I
JD,470P,1005,S100049076090159002,4907609,2,ROTOTILT REPAIR,C&F,1.50,I
JD,470P,3195,S100041055050151002,4105505,2,RUNNING ROUGH AT START UP,C&F,15.00,I
JD,470P,0,S100037149560127001,3714956,1,SC- SENSORS OFFLINE,Compact Construction Equipment,5.00,I
JD,470P,4,S100014258820104005,1425882,5,SEAT STUCK IN FOLDED POSITION,C&F,0.00,I
JD,470P,63,S100050181980160001,5018198,1,SERIVCE CALL: COBALT ST ROCKLAND,C&F,5.50,I
JD,470P,2763,S100017969640107009,1796964,9,SERVICE ADJUSTMENTS,C&F,3.50,I
JD,470P,948,S100047109480157002,4710948,2,SERVICE AS REQUIRED,C&F,3.50,I
JD,470P,12,S100035255040142001,3525504,1,SERVICE CALL,C&F,4.25,I
JD,470P,27,S100040392290150005,4039229,5,SERVICE CALL,C&F,2.50,I
JD,470P,29,S100035245510142001,3524551,1,SERVICE CALL,C&F,4.25,I
JD,470P,106,S100040392650150002,4039265,2,SERVICE CALL,C&F,3.00,I
JD,470P,147,S100035246430142001,3524643,1,SERVICE CALL,C&F,1.00,I
JD,470P,207,S100040394090150002,4039409,2,SERVICE CALL,C&F,8.00,I
JD,470P,371,S100035267470142001,3526747,1,SERVICE CALL,C&F,0.25,I
JD,470P,426,S100035247160142001,3524716,1,SERVICE CALL,C&F,2.25,I
JD,470P,963,S100040394120150004,4039412,4,SERVICE CALL,C&F,4.00,I
JD,470P,1014,S100035283550142001,3528355,1,SERVICE CALL,C&F,1.00,I
JD,470P,1255,S100040373390150003,4037339,3,SERVICE CALL,C&F,3.50,I
JD,470P,1501,S100040396860150002,4039686,2,SERVICE CALL,C&F,6.50,I
JD,470P,1575,S100035261640142001,3526164,1,SERVICE CALL,C&F,1.00,I
JD,470P,1575,S100035262360142001,3526236,1,SERVICE CALL,C&F,8.75,I
JD,470P,2083,S100045106350155001,4510635,1,SERVICE CALL,C&F,3.50,I
JD,470P,2146,S100040378180150002,4037818,2,SERVICE CALL,C&F,3.50,I
JD,470P,2986,S100035281340142001,3528134,1,SERVICE CALL,C&F,0.75,I
JD,470P,3321,S100045105800155001,4510580,1,SERVICE CALL,C&F,1.50,I
JD,470P,3373,S100035287230142001,3528723,1,SERVICE CALL,C&F,1.75,I
JD,470P,3488,S101555003140155003,155500314,3,SERVICE CALL,C&F,2.00,I
JD,470P,3589,S101505002770150002,150500277,2,SERVICE CALL,C&F,5.00,I
JD,470P,3597,S100035290530142002,3529053,2,SERVICE CALL,C&F,1.00,I
JD,470P,4050,S100035295250142002,3529525,2,SERVICE CALL,C&F,2.00,I
JD,470P,4393,S100045120630155001,4512063,1,SERVICE CALL,C&F,2.00,I
JD,470P,4393,S100045120750155001,4512075,1,SERVICE CALL,C&F,3.50,I
JD,470P,4650,S100035301400142002,3530140,2,SERVICE CALL,C&F,1.00,I
JD,470P,4847,S100035307670142001,3530767,1,SERVICE CALL,C&F,2.00,I
JD,470P,4973,S100035308810142001,3530881,1,SERVICE CALL,C&F,2.00,I
JD,470P,6022,S101425008210142002,142500821,2,SERVICE CALL,Compact Construction Equipment,1.00,I
JD,470P,4616,S100035303750142001,3530375,1,SERVICE CALL 20 BEECHVILLE PARK DR BEHIND BUILDING,C&F,1.50,I
JD,470P,3325,S100035286580142001,3528658,1,SERVICE CALL 3YR TRAVEL,C&F,2.00,I
JD,470P,3621,S100035291040142001,3529104,1,SERVICE CALL 3YR TRAVEL 345 MARKETWAY LN BEHIND HOUSES,C&F,3.00,I
JD,470P,1026,S100035525920143001,3552592,1,SERVICE CALL AND PARTS NOT COVERED BY WARRANTY (A/C REPAIR),C&F,2.75,I
JD,470P,528,S100035274230142001,3527423,1,SERVICE CALL BEHIND TIMBERLEA SOBEYS,C&F,0.50,I
JD,470PLC,493,S100040018210130001,4001821,1,SERVICE CALL FOR PEAK PIPELINE 470-0233,Compact Construction Equipment,1.50,I
JD,470PLC,876,S100040018200130001,4001820,1,SERVICE CALL FOR PEAK PIPELINES 470-0212,Compact Construction Equipment,1.25,I
JD,470P,357,S100035259550142001,3525955,1,SERVICE CALL FROM TRURO TO CUSTOMERS SHOP AND RETURN,C&F,5.75,I
JD,470P,496,S100011070180101002,1107018,2,SERVICE CALL GRENFELL,C&F,3.00,I
JD,470P,3750,S100035292520142001,3529252,1,SERVICE CALL MARKET LN,C&F,0.50,I
JD,470P,586,S100035250660142001,3525066,1,SERVICE CALL TO 20 FAULKNER ST DARTMOUTH,C&F,0.75,I
JD,470P,16,S100035279790142001,3527979,1,SERVICE CALL TO 752 W JEDDRE RD,C&F,1.50,I
JD,470P,2527,S100035277390142001,3527739,1,SERVICE CALL TO BELL RD COVERED FOR 3YRS,C&F,1.00,I
JD,470P,2130,S100035272520142001,3527252,1,SERVICE CALL TO BELL RD FIRST GATE POSSIBLE GATE 7,C&F,1.50,I
JD,470P,2525,S100035276810142001,3527681,1,SERVICE CALL TO BELL RD STIE HALIFAX,C&F,0.50,I
JD,470P,2139,S100035272650142001,3527265,1,SERVICE CALL TO BELL STREET,C&F,0.50,I
JD,470P,808,S100035279820142001,3527982,1,SERVICE CALL TO BROOKLINE DRIVE BEHIND SCOTIA BANK,C&F,0.50,I
JD,470P,586,S100035249230142001,3524923,1,SERVICE CALL TO DARTMOUTH,C&F,0.50,I
JD,470P,5407,S101425001450142001,142500145,1,SERVICE CALL TO END OF HALL ST LUNENBURG,C&F,0.50,I
JD,470P,1004,S100035285050142001,3528505,1,SERVICE CALL TO HORIZON CT,C&F,2.25,I
JD,470P,1047,S100035284220142001,3528422,1,SERVICE CALL TO LIAM COURT (MICMAC BLVD),C&F,0.75,I
JD,470P,494,S100035274160142001,3527416,1,SERVICE CALL TO MARKET LN,C&F,0.50,I
JD,470P,4406,S100035300420142001,3530042,1,SERVICE CALL TO MARKET WAY,C&F,1.00,I
JD,470P,3621,S100035298170142001,3529817,1,SERVICE CALL TO MARKETWAY LN TIMBERLEA SITE,C&F,1.00,I
JD,470P,1014,S100035283850142001,3528385,1,SERVICE CALL TO MICMAC BLVD,C&F,0.75,I
JD,470P,20,S100035266140142001,3526614,1,SERVICE CALL TO SAMAA COURT & DELIVER 470P TO CUSTOMER,C&F,6.00,I
JD,470P,111,S100035267350142001,3526735,1,SERVICE CALL TO SAMAA CT,C&F,0.75,I
JD,470P,4054,S100035295980142001,3529598,1,SERVICE CALL TO TIMBERLEA,C&F,2.00,I
JD,470P,29,S100035246230142001,3524623,1,SERVICE CALL TO UNIT . COURTESY CALL,C&F,1.00,I
JD,470P,214,S100049068710159001,4906871,1,"SERVICE CALL TO VICTORIA ST E & PROTON ST S, DUNDALK",C&F,6.00,I
JD,470P,1014,S100035282590142001,3528259,1,SERVICE CALL TO WATERLOO QUARRY,C&F,2.00,I
JD,470P,1811,S100035267060142001,3526706,1,SERVICE CALL TO WEATONS SACKVILLE,C&F,1.00,I
JD,470P,0,S101535016440153001,153501644,1,SERVICE CALL/TRAVEL,C&F,3.50,""
JD,470P,1104,S101535006030153001,153500603,1,SERVICE CALL/TRAVEL,C&F,3.75,I
JD,470P,1227,S101075015100107001,107501510,1,SERVICE CALL/TRAVEL,C&F,11.25,I
JD,470P,1426,S101075009420107001,107500942,1,SERVICE CALL/TRAVEL,C&F,4.00,I
JD,470P,1550,S101535008570153002,153500857,2,SERVICE CALL/TRAVEL,C&F,1.50,I
JD,470P,1726,S101535005920153001,153500592,1,SERVICE CALL/TRAVEL,C&F,5.25,I
JD,470P,2294,S101075013040107001,107501304,1,SERVICE CALL/TRAVEL,C&F,2.50,I
JD,470P,2460,S101045031700104001,104503170,1,SERVICE CALL/TRAVEL,C&F,1.25,I
JD,470P,3098,S101065019750106001,106501975,1,SERVICE CALL/TRAVEL,C&F,5.00,I
JD,470P,4889,S101045031680104001,104503168,1,SERVICE CALL/TRAVEL,C&F,3.00,I
JD,470P,4942,S101045032780104001,104503278,1,SERVICE CALL/TRAVEL,C&F,0.75,I
JD,470P,5012,S101045031200104001,104503120,1,SERVICE CALL/TRAVEL,C&F,5.25,""
JD,470P,7001,S101075007750107001,107500775,1,SERVICE CALL/TRAVEL,C&F,3.25,I
JD,470P,7218,S101075011230107001,107501123,1,SERVICE CALL/TRAVEL,C&F,1.50,I
JD,470P,7329,S101075015650107001,107501565,1,SERVICE CALL/TRAVEL,C&F,0.75,I
JD,470P,7433,S101075018050107001,107501805,1,SERVICE CALL/TRAVEL,C&F,3.75,I
JD,470P,3030,S101035031320103001,103503132,1,SERVICE CALL/TRAVEL  STONEWALL PIT,C&F,3.00,I
JD,470P,3559,S101535008690153001,153500869,1,SERVICE CALL/TRAVEL - ZONE 1,C&F,2.00,I
JD,470P,3842,S101535016150153001,153501615,1,SERVICE CALL/TRAVEL - ZONE 1 - 1 TRIP,C&F,0.50,I
JD,470P,1805,S101535014290153001,153501429,1,SERVICE CALL/TRAVEL - ZONE 1 - 2 TRIPS,C&F,3.25,I
JD,470P,3750,S101535014120153001,153501412,1,SERVICE CALL/TRAVEL - ZONE 1 - 2 TRIPS,C&F,1.25,I
JD,470P,2079,S101535013680153002,153501368,2,SERVICE CALL/TRAVEL - ZONE 1 CHARGE,Compact Construction Equipment,1.00,I
JD,470P,3781,S101535014960153001,153501496,1,SERVICE CALL/TRAVEL - ZONE 1 CHARGE,Compact Construction Equipment,1.25,I
JD,470P,3425,S101535013320153001,153501332,1,SERVICE CALL/TRAVEL - ZONE 2 - 2 TRIPS,C&F,3.00,I
JD,470P,1614,S101535012200153001,153501220,1,SERVICE CALL/TRAVEL - ZONE 3 - 1 TRIP,C&F,3.25,I
JD,470P,2967,S101035029570103001,103502957,1,SERVICE CALL/TRAVEL TRAVEL STONEWALL PIT,C&F,2.00,I
JD,470P,1212,S100050167110160001,5016711,1,SERVICE CALL:,C&F,1.50,I
JD,470P,1919,S100050181270160001,5018127,1,SERVICE CALL: 75 OAK ST,C&F,1.25,I
JD,470P,124,S100050185350160001,5018535,1,SERVICE CALL: BRONZE AND STERLING AVE ROCKLAND,C&F,0.00,I
JD,470P,538,S100050195320160001,5019532,1,SERVICE CALL: BRONZE AVE ROCKLAND,C&F,4.25,I
JD,470P,681,S100050197220160001,5019722,1,SERVICE CALL: BRONZE ST ROCKLAND,C&F,5.00,I
JD,470P,189,S100050207640160001,5020764,1,SERVICE CALL: CASSELMAN,C&F,2.25,I
JD,470P,36,S100050143510160001,5014351,1,SERVICE CALL: CHALK RIVE,C&F,0.75,I
JD,470P,38,S100050148170160001,5014817,1,SERVICE CALL: CHALK RIVER,C&F,1.25,I
JD,470P,39,S100050150140160001,5015014,1,SERVICE CALL: CHALK RIVER,C&F,1.00,I
JD,470P,41,S100050155350160001,5015535,1,SERVICE CALL: CHALK RIVER,C&F,0.50,I
JD,470P,44,S100050161260160001,5016126,1,SERVICE CALL: CHALK RIVER,C&F,1.50,I
JD,470P,52,S100050177060160001,5017706,1,SERVICE CALL: CHALK RIVER,C&F,1.75,I
JD,470P,75,S101605008830160001,160500883,1,SERVICE CALL: CHALK RIVER,C&F,3.75,I
JD,470P,57,S100050188790160001,5018879,1,SERVICE CALL: CHALK ROVER,Compact Construction Equipment,2.50,I
JD,470P,251,S100050163620160001,5016362,1,SERVICE CALL: CHEM. SAINT JOSEPH,C&F,4.50,I
JD,470P,496,S100050142850160001,5014285,1,SERVICE CALL: CHEO,C&F,1.75,I
JD,470P,2306,S100050189600160001,5018960,1,SERVICE CALL: CHEO,C&F,1.25,I
JD,470P,3055,S100050207340160001,5020734,1,SERVICE CALL: CHEO,C&F,1.25,I
JD,470P,3088,S100050210150160001,5021015,1,SERVICE CALL: CHEO,C&F,4.00,I
JD,470P,183,S100050140980160001,5014098,1,SERVICE CALL: CHEO HOSPITAL,C&F,2.25,I
JD,470P,496,S100050147990160001,5014799,1,SERVICE CALL: CHEO HOSPITAL,C&F,0.75,I
JD,470P,60,S100050194990160001,5019499,1,SERVICE CALL: CNL,C&F,1.25,I
JD,470P,63,S100050208930160001,5020893,1,SERVICE CALL: CNL,C&F,1.75,I
JD,470P,65,S100050211760160001,5021176,1,SERVICE CALL: CNL,C&F,4.25,I
JD,470P,69,S100050221130160001,5022113,1,SERVICE CALL: CNL,C&F,5.25,I
JD,470P,71,S101605001060160001,160500106,1,SERVICE CALL: CNL,C&F,2.25,I
JD,470P,73,S101605005490160001,160500549,1,SERVICE CALL: CNL,C&F,1.00,I
JD,470P,52,S100050180360160001,5018036,1,SERVICE CALL: CNL CHALK RIVER,C&F,2.25,I
JD,470P,58,S100050191500160001,5019150,1,SERVICE CALL: CNL CHALK RIVER,C&F,1.75,I
JD,470P,67,S100050214840160001,5021484,1,SERVICE CALL: CNL CHALK RIVER,C&F,2.25,I
JD,470P,68,S100050217780160001,5021778,1,SERVICE CALL: CNL CHALK RIVER,C&F,1.25,I
JD,470P,76,S101605011780160001,160501178,1,SERVICE CALL: CNL CHALK RIVER,C&F,2.50,I
JD,470P,105,S100050184490160001,5018449,1,SERVICE CALL: COBAL ST AND BRONZE AVE,C&F,4.50,I
JD,470P,28,S100050181120160001,5018112,1,SERVICE CALL: COBALT ST ROCKLAND,C&F,5.50,I
JD,470P,2044,S101605005620160001,160500562,1,SERVICE CALL: COBLAT ST,C&F,2.75,I
JD,470P,16,S100050179810160001,5017981,1,SERVICE CALL: COLBALT AND BRONZE ST ROCKLAND,C&F,0.00,I
JD,470P,1913,S101605001510160001,160500151,1,SERVICE CALL: DOCTEUR CORBEIL BLVD,C&F,6.25,I
JD,470P,105,S100050186260160001,5018626,1,SERVICE CALL: EMBRUN,C&F,3.00,I
JD,470P,931,S100050158330160001,5015833,1,SERVICE CALL: INNES ROAD AND NOELLA LECLAIR,C&F,7.25,I
JD,470P,281,S100050209330160001,5020933,1,SERVICE CALL: JOSHUA STREET AND SPRING VALLEY DRIVE,C&F,2.00,I
JD,470P,189,S100050209380160001,5020938,1,SERVICE CALL: JOUSHA ST AND SPRING VALLEY DR,C&F,2.75,I
JD,470P,694,S100050219390160001,5021939,1,SERVICE CALL: LIMEBANK RD,C&F,4.00,I
JD,470P,1236,S100050210490160001,5021049,1,SERVICE CALL: MARBLE CREST,C&F,2.00,I
JD,470P,883,S100050157310160001,5015731,1,SERVICE CALL: MER-BLEUE RD,C&F,0.75,I
JD,470P,1511,S100050173790160001,5017379,1,SERVICE CALL: OAK ST,C&F,1.50,I
JD,470P,186,S100050204260160001,5020426,1,SERVICE CALL: RICHER CIRCLE CASSELMAN,C&F,4.50,I
JD,470P,78,S100050182670160001,5018267,1,SERVICE CALL: ROCKLAND,C&F,2.50,I
JD,470P,901,S100050202050160001,5020205,1,SERVICE CALL: ROCKLAND,C&F,1.50,I
JD,470P,2044,S101605002720160001,160500272,1,SERVICE CALL: ROCKLAND,C&F,2.00,I
JD,470P,2368,S101605007300160001,160500730,1,SERVICE CALL: ROCKLAND,C&F,3.25,I
JD,470P,1127,S100050165160160001,5016516,1,SERVICE CALL: RUE NOELLA LECLAIR,C&F,2.75,I
JD,470P,1096,S100050158860160001,5015886,1,SERVICE CALL: RUE NOELLA LECLAIR WAY AND INNES RD,C&F,4.75,I
JD,470P,968,S100050176880160001,5017688,1,SERVICE CALL: SAVAGE ST LIMOGES,C&F,3.75,I
JD,470P,1234,S100050180540160001,5018054,1,SERVICE CALL: SAVAGE ST LIMOGES,C&F,6.25,I
JD,470P,314,S100050191000160001,5019100,1,SERVICE CALL: ST JEAN ST,C&F,7.25,I
JD,470P,1774,S100050220160160001,5022016,1,SERVICE CALL: ST JEAN ST ROCKLAND,C&F,4.50,I
JD,470P,2450,S101605014570160001,160501457,1,SERVICE CALL: ST JEAN ST ROCKLAND,C&F,2.50,""
JD,470P,470,S100050167210160001,5016721,1,SERVICE CALL: VAL DE MONT,C&F,1.00,I
JD,470P,1430,S100050195110160001,5019511,1,SERVICE CALL: VALS DES MONTS,C&F,1.50,I
JD,470P,46,S100050165880160001,5016588,1,SERVICE CALL:CHALK RIVER,C&F,1.25,I
JD,470P,55,S100050185430160001,5018543,1,SERVICE CALL:CNL,C&F,2.75,I
JD,470P,3911,S101505005860150011,150500586,11,SERVICE FINAL DRIVE OILS,C&F,2.25,I
JD,470P,0,S101555003870155001,155500387,1,SERVICE TRAVEL,C&F,1.50,""
JD,470P,9,S100045115040155001,4511504,1,SERVICE TRAVEL,C&F,1.50,I
JD,470P,408,S100045120480155001,4512048,1,SERVICE TRAVEL,C&F,4.00,I
JD,470P,491,S100045122130155001,4512213,1,SERVICE TRAVEL,C&F,1.50,I
JD,470P,1437,S100016504860106001,1650486,1,SERVICE TRAVEL,C&F,1.50,I
JD,470P,1754,S100045085560155001,4508556,1,SERVICE TRAVEL,C&F,5.00,I
JD,470P,1976,S100045090920155001,4509092,1,SERVICE TRAVEL,C&F,2.50,I
JD,470P,2303,S100045093370155001,4509337,1,SERVICE TRAVEL,C&F,2.50,I
JD,470P,2463,S100045112030155001,4511203,1,SERVICE TRAVEL,C&F,3.00,I
JD,470P,2721,S100045114990155001,4511499,1,SERVICE TRAVEL,C&F,2.00,I
JD,470P,2786,S100045115660155001,4511566,1,SERVICE TRAVEL,C&F,0.00,I
JD,470P,2789,S100045119460155001,4511946,1,SERVICE TRAVEL,C&F,4.50,I
JD,470P,2836,S100045120060155001,4512006,1,SERVICE TRAVEL,C&F,0.00,I
JD,470P,2904,S100045120920155001,4512092,1,SERVICE TRAVEL,C&F,0.00,I
JD,470P,2928,S100016523670106001,1652367,1,SERVICE TRAVEL,C&F,3.50,I
JD,470P,2944,S101065015900106001,106501590,1,SERVICE TRAVEL,C&F,3.75,I
JD,470P,2945,S101065017760106001,106501776,1,SERVICE TRAVEL,C&F,2.50,I
JD,470P,3177,S100045123360155001,4512336,1,SERVICE TRAVEL,C&F,2.00,I
JD,470P,3208,S100016527830106001,1652783,1,SERVICE TRAVEL,C&F,1.50,I
JD,470P,3299,S100045125270155001,4512527,1,SERVICE TRAVEL,C&F,3.50,I
JD,470P,3454,S101555002550155001,155500255,1,SERVICE TRAVEL,C&F,0.00,I
JD,470P,3571,S101555004260155001,155500426,1,SERVICE TRAVEL,C&F,2.00,I
JD,470P,3571,S101555007600155001,155500760,1,SERVICE TRAVEL,C&F,1.00,I
JD,470P,4466,S100045121020155001,4512102,1,SERVICE TRAVEL,C&F,2.25,I
JD,470P,4495,S100045121640155001,4512164,1,SERVICE TRAVEL,C&F,1.00,I
JD,470P,4688,S100045121910155001,4512191,1,SERVICE TRAVEL,C&F,1.00,I
